"homeWLP","visitingWLP","homeDiff","visitingDiff","homeLast8WLP","visitingLast8WLP","visitingWLPAsVisitor","homeWLPAsHome","winningTeam"
0.352941176470588,0.722222222222222,-2.29411764705881,4.5,0.375,0.75,0.571428571428571,0.363636363636364,"HOME"
0.714285714285714,0.523809523809524,7.42857142857143,-0.142857142857153,0.625,0.5,0.454545454545455,0.7,"HOME"
0.15,0.315789473684211,-6.65000000000001,-1.78947368421053,0,0.375,0.2,0.181818181818182,"VISITING"
0.25,0.444444444444444,-7.90000000000001,-0.777777777777771,0.25,0.25,0.272727272727273,0.2,"VISITING"
0.19047619047619,0.789473684210526,-5.38095238095238,7.57894736842105,0.125,0.875,0.714285714285714,0.272727272727273,"VISITING"
0.789473684210526,0.473684210526316,6.42105263157896,-2.94736842105263,0.625,0.375,0.555555555555556,0.888888888888889,"HOME"
0.35,0.684210526315789,-2.8,4.10526315789474,0.25,0.875,0.5,0.444444444444444,"VISITING"
0.684210526315789,0.388888888888889,3.8421052631579,-1.72222222222221,0.625,0.375,0.333333333333333,0.818181818181818,"HOME"
0.444444444444444,0.611111111111111,-2.16666666666667,4.38888888888889,0.5,0.75,0.625,0.444444444444444,"VISITING"
0.75,0.45,8.8,-2.10000000000001,0.625,0.5,0.363636363636364,0.75,"HOME"
0.210526315789474,0.894736842105263,-10.4210526315789,10.8947368421053,0.125,1,0.909090909090909,0.222222222222222,"VISITING"
0.736842105263158,0.571428571428571,7.84210526315789,2.14285714285714,0.875,0.5,0.545454545454545,0.7,"HOME"
0.5,0.25,-0.299999999999997,-6.25,0.375,0,0.222222222222222,0.5,"HOME"
0.631578947368421,0.761904761904762,5.31578947368421,8.61904761904761,0.875,0.625,0.75,0.6,"HOME"
0.8,0.727272727272727,6.89999999999999,8.13636363636364,0.75,0.75,0.727272727272727,0.9,"HOME"
0.142857142857143,0.8,-6.42857142857143,7.40000000000001,0,0.875,0.75,0.166666666666667,"VISITING"
0.238095238095238,0.523809523809524,-8.33333333333334,0.142857142857139,0.25,0.375,0.5,0.181818181818182,"HOME"
0.238095238095238,0.75,-6.38095238095238,7.15000000000001,0,0.875,0.666666666666667,0.272727272727273,"HOME"
0.545454545454545,0.45,2,-3.60000000000001,0.375,0.375,0.5,0.6,"VISITING"
0.35,0.5,-1.59999999999999,-1.18181818181817,0.5,0.5,0.416666666666667,0.444444444444444,"HOME"
0.473684210526316,0.181818181818182,0.15789473684211,-5.31818181818181,0.375,0,0.1,0.714285714285714,"HOME"
0.7,0.1,4.7,-12.1,0.875,0.25,0.222222222222222,0.818181818181818,"HOME"
0.25,0.368421052631579,-7.05,-1.68421052631578,0.125,0.375,0.285714285714286,0.363636363636364,"HOME"
0.6,0.421052631578947,2.09999999999999,-3.21052631578948,0.5,0.5,0.444444444444444,0.285714285714286,"HOME"
0.695652173913043,0.5,7.39130434782609,0.699999999999989,0.75,0.375,0.333333333333333,0.727272727272727,"HOME"
0.428571428571429,0.476190476190476,-2.23809523809524,-3.14285714285714,0.375,0.375,0.545454545454545,0.555555555555556,"HOME"
0.9,0.8,11.15,4.8,1,0.875,0.888888888888889,0.875,"HOME"
0.333333333333333,0.75,-3.42857142857143,7.5,0.25,1,0.777777777777778,0.4,"VISITING"
0.391304347826087,0.7,-5.17391304347825,3.69999999999999,0.375,0.625,0.5,0.285714285714286,"VISITING"
0.714285714285714,0.173913043478261,6.61904761904761,-5.56521739130434,0.75,0,0.0909090909090909,0.875,"HOME"
0.2,0.80952380952381,-10.7,7.61904761904762,0.125,0.875,0.777777777777778,0.2,"HOME"
0.380952380952381,0.65,-0.904761904761898,5.25,0.625,1,0.666666666666667,0.5,"HOME"
0.5,0.761904761904762,0,4,0.25,0.75,0.8,0.545454545454545,"VISITING"
0.714285714285714,0.375,5.23809523809524,-5.04166666666666,1,0.375,0.4375,0.833333333333333,"HOME"
0.35,0.166666666666667,-2.05,-5.91666666666667,0.375,0,0.0833333333333333,0.416666666666667,"VISITING"
0.4,0.0952380952380952,-4.3,-12.2857142857143,0.375,0.25,0.2,0.4,"HOME"
0.80952380952381,0.285714285714286,7,-6.28571428571428,0.75,0.25,0.111111111111111,0.909090909090909,"HOME"
0.619047619047619,0.772727272727273,3.19047619047619,6.90909090909092,0.625,0.75,0.7,0.375,"HOME"
0.476190476190476,0.619047619047619,0.428571428571416,4.57142857142857,0.375,0.875,0.6,0.75,"HOME"
0.521739130434783,0.136363636363636,1.65217391304348,-6.68181818181819,0.375,0,0.111111111111111,0.545454545454545,"VISITING"
0.727272727272727,0.318181818181818,8.04545454545455,-3.59090909090909,0.5,0.125,0.272727272727273,0.769230769230769,"HOME"
0.714285714285714,0.761904761904762,3.61904761904762,7.47619047619047,0.75,1,0.8,0.833333333333333,"HOME"
0.727272727272727,0.272727272727273,6.95454545454545,-7.81818181818183,0.75,0.375,0.3,0.888888888888889,"VISITING"
0.272727272727273,0.454545454545455,-5.90909090909091,-3.90909090909092,0.125,0.25,0.5,0.333333333333333,"VISITING"
0.238095238095238,0.409090909090909,-9.80952380952381,-0.454545454545453,0.25,0.75,0.272727272727273,0.272727272727273,"VISITING"
0.36,0.727272727272727,-5.08,5.27272727272728,0.375,1,0.555555555555556,0.25,"HOME"
0.272727272727273,0.428571428571429,-6.27272727272728,-3.23809523809524,0.25,0.5,0.4,0.416666666666667,"VISITING"
0.708333333333333,0.904761904761905,7.29166666666666,11.1904761904762,0.75,1,0.916666666666667,0.75,"VISITING"
0.772727272727273,0.454545454545455,4,-1.22727272727273,0.75,0.375,0.333333333333333,0.727272727272727,"HOME"
0.478260869565217,0.173913043478261,-0.173913043478251,-6.30434782608697,0.25,0.125,0.2,0.5,"VISITING"
0.304347826086957,0.739130434782609,-3.95652173913044,6.21739130434781,0.125,0.625,0.636363636363636,0.363636363636364,"VISITING"
0.478260869565217,0.727272727272727,-1.69565217391305,6.77272727272727,0.375,0.875,0.727272727272727,0.6,"HOME"
0.0909090909090909,0.818181818181818,-12.5454545454545,6.95454545454545,0.25,0.75,0.7,0,"VISITING"
0.478260869565217,0.636363636363636,-3.52173913043478,3.45454545454545,0.375,0.625,0.769230769230769,0.4,"VISITING"
0.434782608695652,0.695652173913043,-1.69565217391303,6.56521739130436,0.375,0.625,0.615384615384615,0.6,"VISITING"
0.5,0.909090909090909,0.63636363636364,11,0.5,1,0.923076923076923,0.777777777777778,"VISITING"
0.227272727272727,0.304347826086957,-10.2272727272727,-7.39130434782609,0.125,0.5,0.363636363636364,0.25,"VISITING"
0.727272727272727,0.260869565217391,3.81818181818181,-5.8695652173913,0.875,0.125,0.2,0.846153846153846,"HOME"
0.2,0.739130434782609,-5.44,8.21739130434783,0.125,0.5,0.666666666666667,0.25,"VISITING"
0.434782608695652,0.5,0.391304347826093,1.5,0.875,0.25,0.5,0.545454545454545,"HOME"
0.695652173913043,0.652173913043478,5,4.08695652173913,0.875,0.75,0.785714285714286,0.846153846153846,"HOME"
0.0869565217391304,0.333333333333333,-12.2173913043478,-2.23809523809524,0.25,0.375,0.25,0,"VISITING"
0.590909090909091,0.260869565217391,4.13636363636364,-7.17391304347827,0.75,0.25,0.1,0.636363636363636,"HOME"
0.695652173913043,0.208333333333333,6.26086956521739,-5.83333333333333,0.75,0.25,0.272727272727273,0.727272727272727,"HOME"
0.291666666666667,0.333333333333333,-4.20833333333334,-6.83333333333333,0,0.625,0.416666666666667,0.333333333333333,"HOME"
0.75,0.384615384615385,8.08333333333333,-4.84615384615385,0.625,0.5,0.411764705882353,0.785714285714286,"HOME"
0.75,0.708333333333333,6.375,6.625,0.75,0.625,0.642857142857143,0.833333333333333,"HOME"
0.48,0.5,0.480000000000004,-1.41666666666666,0.25,0.375,0.384615384615385,0.5,"VISITING"
0.454545454545455,0.458333333333333,-1.86363636363636,-4.125,0.5,0.25,0.538461538461538,0.454545454545455,"VISITING"
0.192307692307692,0.68,-5.42307692307692,6.72,0.125,0.625,0.666666666666667,0.230769230769231,"VISITING"
0.826086956521739,0.91304347826087,6.8695652173913,10.7826086956522,0.75,1,0.928571428571429,0.916666666666667,"HOME"
0.739130434782609,0.217391304347826,4.04347826086958,-10.0434782608696,0.875,0.125,0.2,0.857142857142857,"HOME"
0.478260869565217,0.25,0.347826086956516,-6,0.5,0.125,0.181818181818182,0.7,"HOME"
0.458333333333333,0.458333333333333,-0.375,1.375,0.25,0.875,0.333333333333333,0.461538461538462,"VISITING"
0.608695652173913,0.708333333333333,4.34782608695652,5.08333333333333,0.75,0.875,0.5,0.666666666666667,"VISITING"
0.363636363636364,0.37037037037037,-1.31818181818183,-5.14814814814815,0.5,0.375,0.388888888888889,0.384615384615385,"HOME"
0.76,0.434782608695652,8.28,-1.95652173913044,0.75,0.5,0.454545454545455,0.8,"HOME"
0.25,0.461538461538462,-7.25,0.384615384615387,0.25,0.25,0.461538461538462,0.384615384615385,"VISITING"
0.2,0.692307692307692,-6.48,7.23076923076923,0.25,0.625,0.692307692307692,0.153846153846154,"VISITING"
0.416666666666667,0.782608695652174,-1.95833333333333,4.34782608695652,0.25,0.75,0.818181818181818,0.545454545454545,"VISITING"
0.708333333333333,0.32,6.91666666666667,-3.28,0.75,0.125,0.25,0.75,"HOME"
0.48,0.24,-3.80000000000001,-6.08,0.375,0.125,0.166666666666667,0.363636363636364,"VISITING"
0.68,0.833333333333333,5.84,6.875,0.5,0.75,0.727272727272727,0.8,"VISITING"
0.76,0.52,6.64,-1.28,0.75,0.375,0.428571428571429,0.846153846153846,"HOME"
0.625,0.185185185185185,3.625,-5.96296296296296,0.625,0.125,0.153846153846154,0.444444444444444,"HOME"
0.875,0.48,10.0416666666667,1.8,0.875,0.875,0.384615384615385,0.888888888888889,"HOME"
0.791666666666667,0.5,4.33333333333333,0.666666666666671,0.875,0.5,0.307692307692308,0.75,"VISITING"
0.44,0.5,-0.840000000000003,-1.5,0.25,0.375,0.4,0.428571428571429,"VISITING"
0.391304347826087,0.208333333333333,-0.521739130434781,-10.2083333333333,0.625,0.125,0.181818181818182,0.428571428571429,"HOME"
0.583333333333333,0.416666666666667,2.95833333333334,-2.54166666666667,0.625,0.375,0.416666666666667,0.615384615384615,"HOME"
0.0833333333333333,0.24,-12.4583333333333,-7.16,0.25,0.25,0.0909090909090909,0,"VISITING"
0.84,0.64,6.64,3.72,0.75,0.625,0.733333333333333,0.923076923076923,"VISITING"
0.4,0.72,-2.04000000000001,6.72,0.125,0.75,0.666666666666667,0.5,"HOME"
0.192307692307692,0.769230769230769,-6.65384615384616,8.57692307692308,0.25,0.75,0.7,0.142857142857143,"VISITING"
0.32,0.461538461538462,-7.32000000000001,1.53846153846153,0.5,0.875,0.357142857142857,0.25,"VISITING"
0.461538461538462,0.75,-4.34615384615384,4.45833333333333,0.375,0.875,0.555555555555556,0.333333333333333,"VISITING"
0.357142857142857,0.269230769230769,-5.57142857142857,-5.15384615384615,0.375,0.25,0.230769230769231,0.333333333333333,"VISITING"
0.653846153846154,0.769230769230769,5.57692307692307,6.65384615384615,0.5,0.75,0.666666666666667,0.727272727272727,"VISITING"
0.76,0.72,3.8,6.04000000000001,0.75,0.875,0.545454545454545,0.692307692307692,"VISITING"
0.269230769230769,0.296296296296296,-6.19230769230769,-4.7037037037037,0.375,0.375,0.285714285714286,0.357142857142857,"HOME"
0.703703703703704,0.62962962962963,7.37037037037037,5,0.625,0.375,0.6,0.692307692307692,"HOME"
0.423076923076923,0.307692307692308,-1.84615384615384,-3.23076923076923,0.25,0.125,0.230769230769231,0.538461538461538,"HOME"
0.692307692307692,0.518518518518518,6.34615384615385,-1.4074074074074,0.625,0.5,0.4375,0.769230769230769,"HOME"
0.52,0.777777777777778,1,6.77777777777777,0.625,0.75,0.692307692307692,0.727272727272727,"VISITING"
0.178571428571429,0.481481481481481,-5.96428571428571,0.555555555555557,0.125,0.25,0.5,0.214285714285714,"VISITING"
0.444444444444444,0.416666666666667,-4.25925925925927,0.166666666666671,0.375,0.625,0.333333333333333,0.307692307692308,"HOME"
0.4,0.185185185185185,-2.59999999999999,-6.77777777777777,0.25,0.25,0.25,0.416666666666667,"HOME"
0.6,0.807692307692308,3,6.15384615384615,0.625,0.75,0.75,0.642857142857143,"HOME"
0.2,0.296296296296296,-10.44,-3.22222222222223,0.125,0.125,0.214285714285714,0.230769230769231,"VISITING"
0.423076923076923,0.307692307692308,-0.846153846153854,-7.07692307692308,0.25,0.375,0.384615384615385,0.4,"HOME"
0.76,0.5,4.36,0.857142857142861,0.875,0.25,0.533333333333333,0.866666666666667,"VISITING"
0.777777777777778,0.172413793103448,8.62962962962962,-6.06896551724138,0.75,0.125,0.142857142857143,0.8125,"HOME"
0.344827586206897,0.08,-5.62068965517241,-12.68,0.375,0.25,0.181818181818182,0.3,"VISITING"
0.481481481481481,0.5,1.51851851851852,-0.0384615384615472,0.875,0.625,0.357142857142857,0.583333333333333,"VISITING"
0.714285714285714,0.730769230769231,7.32142857142857,6.07692307692307,0.625,0.875,0.583333333333333,0.714285714285714,"VISITING"
0.296296296296296,0.444444444444444,-5.29629629629629,-1.66666666666666,0.5,0.375,0.307692307692308,0.4,"HOME"
0.653846153846154,0.785714285714286,3.80769230769231,8.67857142857143,0.75,0.875,0.727272727272727,0.5,"HOME"
0.88,0.444444444444444,9.84,-0.555555555555557,0.875,0.25,0.454545454545455,0.9,"HOME"
0.730769230769231,0.785714285714286,3.38461538461539,7.46428571428571,0.625,0.75,0.714285714285714,0.642857142857143,"HOME"
0.607142857142857,0.703703703703704,4.60714285714285,6.25925925925925,0.25,0.625,0.615384615384615,0.666666666666667,"HOME"
0.777777777777778,0.285714285714286,5.4074074074074,-5.17857142857143,0.75,0.375,0.266666666666667,0.857142857142857,"VISITING"
0.740740740740741,0.678571428571429,5.96296296296296,5.78571428571429,0.875,0.5,0.571428571428571,0.857142857142857,"HOME"
0.333333333333333,0.4,-5.69999999999999,-0.47999999999999,0.25,0.5,0.3,0.272727272727273,"HOME"
0.423076923076923,0.428571428571429,-2.30769230769231,-2.60714285714286,0.375,0.375,0.285714285714286,0.461538461538462,"HOME"
0.5,0.321428571428571,-1.5,-4.10714285714286,0.5,0.5,0.166666666666667,0.636363636363636,"VISITING"
0.730769230769231,0.666666666666667,3.73076923076923,4,0.75,0.75,0.75,0.8125,"VISITING"
0.615384615384615,0.192307692307692,3.42307692307692,-10.1923076923077,0.625,0.125,0.166666666666667,0.666666666666667,"HOME"
0.517241379310345,0.689655172413793,1.24137931034483,6.96551724137932,0.375,0.625,0.714285714285714,0.461538461538462,"HOME"
0.296296296296296,0.884615384615385,-7.07407407407408,10.2307692307692,0.375,0.875,0.866666666666667,0.230769230769231,"HOME"
0.321428571428571,0.518518518518518,-2.96428571428572,0.0370370370370381,0.25,0.625,0.4,0.384615384615385,"HOME"
0.464285714285714,0.758620689655172,1.39285714285715,6.68965517241379,0.75,0.625,0.666666666666667,0.538461538461538,"VISITING"
0.464285714285714,0.115384615384615,-3.53571428571429,-11.8846153846154,0.5,0.25,0.25,0.357142857142857,"VISITING"
0.678571428571429,0.321428571428571,4.14285714285715,-6.46428571428571,0.875,0.5,0.357142857142857,0.545454545454545,"HOME"
0.448275862068966,0.62962962962963,-3.55172413793103,4.07407407407408,0.375,0.625,0.545454545454545,0.333333333333333,"HOME"
0.655172413793103,0.851851851851852,5.48275862068965,9.48148148148148,0.375,0.75,0.8125,0.785714285714286,"HOME"
0.166666666666667,0.703703703703704,-6.2,3.29629629629629,0.125,0.75,0.6,0.2,"VISITING"
0.620689655172414,0.448275862068966,4.68965517241379,1.20689655172413,0.375,0.625,0.4,0.692307692307692,"VISITING"
0.75,0.482758620689655,5.85714285714286,-1.68965517241379,0.875,0.375,0.411764705882353,0.866666666666667,"VISITING"
0.384615384615385,0.444444444444444,-0.653846153846146,-2,0.375,0.5,0.384615384615385,0.466666666666667,"VISITING"
0.466666666666667,0.344827586206897,1.43333333333334,-3.72413793103449,0.625,0.5,0.230769230769231,0.5,"HOME"
0.354838709677419,0.607142857142857,-5.35483870967741,3.57142857142857,0.25,0.5,0.5,0.333333333333333,"VISITING"
0.666666666666667,0.310344827586207,6.43333333333334,-6.93103448275862,0.5,0.5,0.333333333333333,0.666666666666667,"HOME"
0.413793103448276,0.185185185185185,-2.72413793103448,-10.5925925925926,0.375,0.125,0.153846153846154,0.571428571428571,"HOME"
0.178571428571429,0.344827586206897,-6.71428571428571,-2.44827586206895,0.25,0.375,0.266666666666667,0.133333333333333,"HOME"
0.75,0.740740740740741,5,3.81481481481482,0.625,0.625,0.833333333333333,0.8,"VISITING"
0.5,0.6,-0.392857142857139,4.26666666666667,0.5,0.25,0.5625,0.666666666666667,"HOME"
0.428571428571429,0.533333333333333,-1.25,1.5,0.25,0.5,0.5625,0.4375,"VISITING"
0.766666666666667,0.148148148148148,6.59999999999999,-11.2962962962963,0.75,0.375,0.307692307692308,0.857142857142857,"HOME"
0.5,0.724137931034483,-0.63333333333334,4.62068965517241,0.5,0.75,0.615384615384615,0.583333333333333,"VISITING"
0.714285714285714,0.37037037037037,3.57142857142857,-0.703703703703709,0.75,0.375,0.272727272727273,0.764705882352941,"HOME"
0.464285714285714,0.333333333333333,-1.85714285714286,-2.69999999999999,0.625,0.375,0.25,0.5,"VISITING"
0.333333333333333,0.34375,-4.36666666666667,-5.46875,0.5,0.25,0.368421052631579,0.4375,"VISITING"
0.689655172413793,0.517241379310345,4.68965517241379,-0.137931034482747,0.875,0.625,0.375,0.583333333333333,"HOME"
0.821428571428571,0.178571428571429,8.64285714285715,-10.3571428571429,0.625,0.125,0.142857142857143,0.909090909090909,"HOME"
0.666666666666667,0.758620689655172,5.76666666666667,8.06896551724138,0.5,0.75,0.666666666666667,0.8,"VISITING"
0.310344827586207,0.142857142857143,-4.79310344827586,-11.6428571428572,0.5,0.25,0.285714285714286,0.307692307692308,"HOME"
0.413793103448276,0.161290322580645,-1.51724137931033,-6.35483870967742,0.125,0.125,0.133333333333333,0.411764705882353,"HOME"
0.466666666666667,0.724137931034483,-3.09999999999999,4.62068965517241,0.5,0.5,0.692307692307692,0.375,"VISITING"
0.620689655172414,0.206896551724138,3.75862068965517,-6.13793103448275,0.625,0.375,0.230769230769231,0.6875,"VISITING"
0.67741935483871,0.483870967741935,6.35483870967742,2.12903225806451,0.625,0.625,0.4375,0.6875,"HOME"
0.433333333333333,0.766666666666667,-2.5,8.2,0.375,0.875,0.692307692307692,0.6,"VISITING"
0.580645161290323,0.75,3.90322580645162,3.89285714285714,0.25,0.625,0.846153846153846,0.642857142857143,"HOME"
0.3,0.548387096774194,-6.83333333333333,1.74193548387098,0.375,0.625,0.588235294117647,0.285714285714286,"VISITING"
0.774193548387097,0.15625,7.06451612903226,-6.34375,0.875,0.125,0.125,0.866666666666667,"HOME"
0.448275862068966,0.433333333333333,-2.65517241379311,-1.26666666666667,0.5,0.25,0.416666666666667,0.466666666666667,"HOME"
0.32258064516129,0.483870967741935,-4.48387096774194,-0.774193548387089,0.5,0.5,0.444444444444444,0.411764705882353,"VISITING"
0.354838709677419,0.7,-1.80645161290323,4.76666666666667,0.5,0.875,0.764705882352941,0.428571428571429,"VISITING"
0.724137931034483,0.724137931034483,3.62068965517241,3.89655172413794,0.625,0.75,0.636363636363636,0.666666666666667,"VISITING"
0.645161290322581,0.333333333333333,5.19354838709678,-4.06666666666668,0.5,0.5,0.3125,0.75,"HOME"
0.451612903225806,0.363636363636364,-3.25806451612902,-5.06060606060606,0.375,0.375,0.4,0.352941176470588,"VISITING"
0.733333333333333,0.6,4.63333333333334,2.86666666666667,0.75,0.625,0.538461538461538,0.8125,"HOME"
0.709677419354839,0.466666666666667,4.6774193548387,-2.30000000000001,0.875,0.5,0.428571428571429,0.615384615384615,"VISITING"
0.6875,0.733333333333333,6.3125,3.80000000000001,0.625,0.75,0.666666666666667,0.705882352941177,"HOME"
0.419354838709677,0.290322580645161,-2.87096774193549,-6.9032258064516,0.375,0.25,0.3125,0.5625,"VISITING"
0.382352941176471,0.233333333333333,-4.88235294117648,-5.16666666666667,0.375,0.5,0.285714285714286,0.307692307692308,"VISITING"
0.827586206896552,0.137931034482759,8.79310344827586,-11.8275862068966,0.625,0.25,0.266666666666667,0.916666666666667,"HOME"
0.32258064516129,0.172413793103448,-4.06451612903226,-10.448275862069,0.5,0,0.133333333333333,0.357142857142857,"HOME"
0.78125,0.774193548387097,7.53125,8.38709677419355,0.875,0.875,0.714285714285714,0.875,"HOME"
0.733333333333333,0.59375,4.73333333333333,3.90625,0.5,0.25,0.529411764705882,0.75,"HOME"
0.5,0.5625,-0.366666666666674,1.96875,0.5,0.75,0.611111111111111,0.692307692307692,"HOME"
0.357142857142857,0.419354838709677,-1.14285714285714,-1.48387096774194,0.375,0.25,0.384615384615385,0.4375,"HOME"
0.7,0.3125,3.46666666666667,-4.65625,0.5,0.5,0.214285714285714,0.625,"HOME"
0.580645161290323,0.5,2.51612903225806,-0.4375,0.5,0.5,0.473684210526316,0.647058823529412,"VISITING"
0.34375,0.4375,-1.8125,-3.1875,0.5,0.375,0.571428571428571,0.4,"HOME"
0.65625,0.151515151515152,5.15625,-6.81818181818181,0.5,0,0.117647058823529,0.764705882352941,"HOME"
0.575757575757576,0.516129032258065,3.54545454545455,-0.225806451612897,0.25,0.625,0.352941176470588,0.666666666666667,"HOME"
0.46875,0.545454545454545,1.90625,1.7878787878788,0.5,0.75,0.578947368421053,0.533333333333333,"HOME"
0.6875,0.40625,4.09375,-3.03125,0.875,0.375,0.266666666666667,0.571428571428571,"HOME"
0.166666666666667,0.40625,-10.3,-2.125,0,0.25,0.357142857142857,0.214285714285714,"VISITING"
0.34375,0.741935483870968,-3.75,4.74193548387096,0.625,0.875,0.642857142857143,0.4,"VISITING"
0.379310344827586,0.696969696969697,-0.344827586206904,6.93939393939394,0.5,0.75,0.666666666666667,0.470588235294118,"VISITING"
0.371428571428571,0.483870967741935,-5.40000000000001,-1.77419354838709,0.375,0.625,0.466666666666667,0.285714285714286,"VISITING"
0.303030303030303,0.5625,-5.09090909090909,1.9375,0.5,0.5,0.5,0.388888888888889,"VISITING"
0.147058823529412,0.258064516129032,-7.23529411764706,-4.25806451612902,0,0.5,0.333333333333333,0.1875,"VISITING"
0.833333333333333,0.75,9.83333333333333,7.96875,0.625,0.75,0.666666666666667,0.923076923076923,"HOME"
0.5,0.709677419354839,-0.28125,3.96774193548387,0.5,0.5,0.785714285714286,0.714285714285714,"HOME"
0.515151515151515,0.363636363636364,0.0606060606060623,-1.42424242424242,0.5,0.5,0.294117647058824,0.538461538461538,"VISITING"
0.3125,0.741935483870968,-6.4375,4.83870967741936,0.25,0.5,0.714285714285714,0.266666666666667,"VISITING"
0.484848484848485,0.709677419354839,1.93939393939394,2.80645161290322,0.5,0.625,0.615384615384615,0.5625,"HOME"
0.529411764705882,0.133333333333333,1.64705882352941,-12.7666666666667,0.75,0.25,0.25,0.5,"HOME"
0.787878787878788,0.75,7.45454545454545,4.78125,0.875,0.875,0.666666666666667,0.882352941176471,"VISITING"
0.696969696969697,0.366666666666667,4.12121212121212,-0.933333333333337,0.875,0.375,0.25,0.6,"HOME"
0.361111111111111,0.294117647058824,-5.30555555555556,-5.05882352941177,0.375,0.375,0.2,0.266666666666667,"VISITING"
0.393939393939394,0.75,-3.09090909090909,4.78125,0.375,0.5,0.733333333333333,0.529411764705882,"HOME"
0.6875,0.424242424242424,2.96875,-3.42424242424242,0.375,0.25,0.533333333333333,0.647058823529412,"HOME"
0.666666666666667,0.129032258064516,5.63636363636363,-12.8709677419355,0.5,0.25,0.235294117647059,0.777777777777778,"HOME"
0.588235294117647,0.6875,3.5,2.5,0.375,0.5,0.571428571428571,0.6875,"HOME"
0.161290322580645,0.333333333333333,-10.0645161290323,-3.81818181818181,0,0.625,0.294117647058824,0.2,"VISITING"
0.411764705882353,0.5,-4.38235294117648,-1.65625,0.25,0.75,0.5,0.333333333333333,"HOME"
0.575757575757576,0.705882352941177,2,7.26470588235293,0.5,0.75,0.6875,0.611111111111111,"VISITING"
0.28125,0.424242424242424,-3.625,-1.96969696969697,0.5,0.375,0.4,0.1875,"HOME"
0.303030303030303,0.382352941176471,-6.33333333333333,-1.29411764705881,0.25,0.625,0.333333333333333,0.25,"HOME"
0.542857142857143,0.727272727272727,2.05714285714286,7.09090909090909,0.75,0.625,0.625,0.533333333333333,"HOME"
0.142857142857143,0.5,-7.48571428571428,-0.0294117647058698,0,0.5,0.5,0.176470588235294,"VISITING"
0.676470588235294,0.757575757575758,6.52941176470588,4.87878787878788,0.625,0.875,0.6875,0.789473684210526,"VISITING"
0.354838709677419,0.314285714285714,-1.06451612903226,-4.68571428571428,0.25,0.375,0.25,0.444444444444444,"VISITING"
0.484848484848485,0.714285714285714,-1.72727272727273,7.60000000000001,0.75,0.75,0.705882352941177,0.5,"VISITING"
0.705882352941177,0.696969696969697,4.14705882352941,3.96969696969697,0.875,0.5,0.733333333333333,0.625,"HOME"
0.125,0.558823529411765,-13.59375,1.38235294117648,0.25,0.375,0.533333333333333,0,"HOME"
0.15625,0.411764705882353,-10.125,-2.14705882352941,0,0.375,0.25,0.1875,"VISITING"
0.838709677419355,0.5,10.1935483870968,2.08823529411764,0.625,0.625,0.411764705882353,0.928571428571429,"HOME"
0.352941176470588,0.371428571428571,-3.35294117647059,-1.28571428571428,0.625,0.625,0.315789473684211,0.375,"VISITING"
0.764705882352941,0.323529411764706,7,-6.11764705882354,0.75,0.375,0.352941176470588,0.833333333333333,"HOME"
0.515151515151515,0.666666666666667,0.575757575757578,2.15151515151516,0.5,0.375,0.533333333333333,0.733333333333333,"VISITING"
0.727272727272727,0.138888888888889,3.75757575757575,-7.63888888888889,0.375,0,0.111111111111111,0.764705882352941,"HOME"
0.6,0.303030303030303,3.65714285714286,-2.93939393939394,0.5,0.625,0.375,0.705882352941177,"VISITING"
0.514285714285714,0.555555555555556,0.342857142857142,2.44444444444444,0.5,0.75,0.55,0.5,"VISITING"
0.764705882352941,0.735294117647059,5,4.29411764705883,0.875,0.5,0.6875,0.823529411764706,"HOME"
0.470588235294118,0.34375,-1.91176470588235,-1.3125,0.625,0.125,0.230769230769231,0.470588235294118,"VISITING"
0.333333333333333,0.5,-4.30555555555556,0.35294117647058,0.375,0.5,0.333333333333333,0.368421052631579,"HOME"
0.714285714285714,0.342857142857143,4.28571428571429,-3.37142857142857,0.875,0.5,0.333333333333333,0.647058823529412,"VISITING"
0.542857142857143,0.676470588235294,1.25714285714285,3.58823529411765,0.25,0.5,0.6875,0.578947368421053,"VISITING"
0.722222222222222,0.323529411764706,7.61111111111111,-2.82352941176471,0.75,0.75,0.411764705882353,0.722222222222222,"VISITING"
0.428571428571429,0.351351351351351,-1.82857142857142,-5.37837837837837,0.375,0.375,0.428571428571429,0.555555555555556,"HOME"
0.84375,0.388888888888889,10.6875,-1.13888888888889,0.75,0.625,0.35,0.933333333333333,"HOME"
0.657142857142857,0.314285714285714,6.08571428571427,-6.05714285714286,0.5,0.375,0.333333333333333,0.75,"HOME"
0.676470588235294,0.135135135135135,2.29411764705883,-8.02702702702703,0.5,0,0.105263157894737,0.777777777777778,"HOME"
0.411764705882353,0.485714285714286,-2.47058823529412,1.28571428571429,0.375,0.5,0.388888888888889,0.444444444444444,"HOME"
0.151515151515152,0.567567567567568,-10.0909090909091,2.54054054054055,0,0.75,0.571428571428571,0.176470588235294,"VISITING"
0.151515151515152,0.5,-13.0909090909091,0.166666666666671,0.375,0.5,0.523809523809524,0.0666666666666667,"VISITING"
0.705882352941177,0.351351351351351,6.41176470588236,-4.08108108108108,0.5,0.375,0.294117647058824,0.823529411764706,"VISITING"
0.131578947368421,0.685714285714286,-8.07894736842105,3.82857142857142,0,0.5,0.705882352941177,0.166666666666667,"VISITING"
